,instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,Label
899,33280088,28113,718842,64887,5,35,3340800,40,3325440,0,60941475,244466631,0,1
5512,76738204,5804,76217,298995,4,0,0,24,3145728,0,0,108803159,0,0
3489,79545959,868,3639,311143,0,0,0,0,0,0,0,0,0,0
3396,90541213,415,3586,360429,0,0,0,0,0,0,0,0,0,0
5208,69965716,23834,4607,311676,0,0,0,0,0,0,0,0,0,0
815,17301393,25722,236138,43439,8,8,642560,54,1203712,0,24639624,132780525,0,1
148,30004519,51516,1325782,150608,3,12,49152,69,585728,0,45836543,101473152,0,1
738,20226022,23763,537454,39195,3,9,783360,31,2027520,0,31621657,145521287,0,1
1575,4296957,38546,1254876,134598,0,48,4670464,0,0,0,4745344,0,0,1
574,38766077,40022,1115247,168779,1,75,2841600,0,0,0,24355758,0,0,1
2589,29809585,33741,517396,157001,2,0,0,86,876544,0,0,32045665,0,1
5249,75594160,17691,4087,441530,0,0,0,0,0,0,0,0,0,0
5866,65878713,505,12315,700559,0,0,0,0,0,0,0,0,0,0
5326,66882272,11223,17561,318929,0,0,0,0,0,0,0,0,0,0
5494,31041931,5461,16194,348147,0,0,0,0,0,0,0,0,0,0
5466,18326060,1190,61915,392131,0,0,0,24,3145728,0,0,132251307,0,0
4553,72397415,14052,3217,444414,0,0,0,0,0,0,0,0,0,0
4489,71398563,6472,3747,462030,0,0,0,3,73728,1,0,4396768,315347,0
5468,66679405,5115,2991,419367,0,0,0,25,3145728,0,0,138633634,0,0
3277,104065501,331,3447,107211,0,0,0,0,0,0,0,0,0,0
3899,65790018,174,3412,551374,0,0,0,0,0,0,0,0,0,0
952,37346122,24156,264658,62223,0,6,222208,29,1925120,0,17284633,123237916,0,1
168,17827654,26531,872783,155280,1,48,654848,47,704512,0,28323282,21634679,0,1
4920,62944030,804,94027,631377,0,0,0,0,0,0,0,0,0,0
4153,86850357,4189,7626,269153,0,0,0,0,0,0,0,0,0,0
5333,85562597,5051,31277,438560,0,0,0,2,8192,0,0,149254,0,0
1461,279086,1558,148115,10034,3,64,3124736,0,0,0,4968416,0,0,1
5854,67374169,400,9222,720627,0,0,0,0,0,0,0,0,0,0
3863,81773408,8975,13380,283321,1,0,0,0,0,0,0,0,0,0
5807,80801377,14821,14523,276332,0,0,0,0,0,0,0,0,0,0
5465,66855702,4066,61861,399919,1,0,0,32,4194304,0,0,51651573,0,0
3427,91691458,366,3567,312034,0,0,0,0,0,0,0,0,0,0
5799,72215535,1424,10850,283703,1,0,0,0,0,0,0,0,0,0
4378,72846747,1664,3341,453275,0,0,0,0,0,0,0,0,0,0
598,35436978,46551,1193934,133488,2,0,0,0,0,0,0,0,0,1
4636,75882159,19393,10120,275076,2,0,0,0,0,0,0,0,0,0
2036,46620802,31073,882491,95008,101,9,36864,59,4512768,0,29305970,219707792,0,1
5191,78958726,5862,39466,256873,0,0,0,0,0,0,0,0,0,0
2361,24463789,33526,824735,133677,2,18,77824,74,2269184,0,25398507,120348873,0,1
4575,63408263,142,5057,635325,0,0,0,0,0,0,0,0,0,0
1933,49714516,2035,785805,105201,4,0,0,40,1753088,0,0,138978879,0,1
3308,99067682,418,3096,178831,0,0,0,0,0,0,0,0,0,0
3193,69278393,8201,9102,444942,0,0,0,0,0,0,0,0,0,0
4676,75902768,22396,10434,286181,0,0,0,0,0,0,0,0,0,0
3324,100544573,849,3455,171494,1,0,0,0,0,0,0,0,0,0
580,28095371,29717,1488267,116458,0,55,3182080,0,0,0,28461613,0,0,1
654,35005549,42452,1320048,155839,1,45,768512,38,430080,6,4450475,3295366,3039913,1
410,22011059,39928,1466220,134869,17,26,484864,0,0,0,1965788,0,0,1
922,95550265,19570,749873,58196,0,24,1915392,2,28672,0,81180325,14496123,0,1
2854,44312162,29473,397026,66376,2,29,118784,53,368640,0,23250789,18445266,0,1
4307,63034757,23354,7842,626090,3,0,0,0,0,0,0,0,0,0
4290,63177078,637,111300,517929,0,0,0,0,0,0,0,0,0,0
5402,72194362,251,9035,488849,0,0,0,0,0,0,0,0,0,0
3509,76407892,9489,6106,375269,0,0,0,0,0,0,0,0,0,0
460,25947055,11069,1269393,147919,1,20,647168,42,3847168,0,47342387,248384426,0,1
554,31344703,40707,1491989,125244,0,58,2958336,0,0,0,17106024,0,0,1
2365,27019956,25907,797555,98288,1,0,0,0,0,0,0,0,0,1
1246,83389318,33532,877413,42984,0,47,3614720,0,0,0,4605646,0,0,1
1262,63252537,32496,1029556,48006,0,17,1803776,21,2162176,0,149295728,418486711,0,1
4687,70330689,16874,7014,297519,0,0,0,0,0,0,0,0,0,0
3372,95236253,1730,4815,372497,0,0,0,0,0,0,0,0,0,0
4719,72211393,640,4290,327217,0,0,0,0,0,0,0,0,0,0
2870,27268259,14616,1126752,54373,1,8,32768,19,1634304,0,41852963,163546815,0,1
2998,25929969,15524,668858,88194,9,43,1006592,6,172032,0,3624492,624679,0,1
377,24724497,33291,1496577,189816,2,30,217088,21,397312,0,13920130,22647234,0,1
1705,18580329,32543,780714,8836,554,0,0,27,2845696,0,0,23593079,0,1
3268,103515138,574,3345,113027,5,0,0,0,0,0,0,0,0,0
812,17632482,17309,952604,46373,8,0,0,92,1085952,1,0,173951153,1512399,1
3343,104251126,3460,11727,129694,0,0,0,0,0,0,0,0,0,0
4491,65952525,10233,7285,471039,1,0,0,0,0,0,0,0,0,0
5366,58712175,4156,3158,202411,0,0,0,0,0,0,0,0,0,0
4696,76580586,1585,8926,261265,0,0,0,0,0,0,0,0,0,0
2060,35599679,18256,1027776,101953,15,65,463360,0,0,0,5516633,0,0,1
1379,17064817,1339,57616,7925,4,10,473600,33,1618944,0,34566577,137272629,0,1
4803,82811206,13627,9665,286461,1,0,0,0,0,0,0,0,0,0
1063,29034062,18741,53737,73892,0,12,1006080,69,7150592,0,55564899,260006888,0,1
19,7574446,3938,5067,14830,0,55,1617920,0,0,0,4215750,0,0,1
2089,22307055,29823,182668,114940,2,4,16384,80,8420352,0,16446440,328631314,0,1
3695,70168068,319,7643,505695,0,0,0,0,0,0,0,0,0,0
3667,45178242,5832,11835,508463,0,0,0,0,0,0,0,0,0,0
243,28266683,17649,1368784,162298,0,22,90112,0,0,0,1104876,0,0,1
1885,19420761,34862,221742,121162,0,39,3285504,1,4096,0,26815841,7248433,0,1
3557,76483354,7940,4103,348493,0,0,0,0,0,0,0,0,0,0
2020,30182249,32637,551488,115595,2,69,282624,0,0,0,5635065,0,0,1
4396,69899056,556,8031,591759,0,0,0,0,0,0,0,0,0,0
1799,42371891,31702,788027,128418,3,23,1614336,11,45056,0,9128458,7301335,0,1
5961,66944078,11286,5387,576795,0,0,0,0,0,0,0,0,0,0
2527,23773041,15343,163468,48406,1,0,0,78,7843840,0,0,338881439,0,1
5429,69779656,441,3670,473146,0,0,0,0,0,0,0,0,0,0
4426,63774370,9729,3656,500346,0,0,0,0,0,0,0,0,0,0
2437,26871551,27653,941588,119987,0,12,1077248,0,0,0,5170338,0,0,1
2202,58787774,13168,1201525,159430,5,4,16384,40,3891200,0,38956353,676474152,0,1
807,22396076,30315,1046166,95656,1,38,3693568,46,2625536,1,108275533,353423006,316111,1
4771,74907384,7704,9672,300622,0,0,0,0,0,0,0,0,0,0
1381,20966188,4262,46616,1473,0,17,1597952,187,15119360,0,56957560,98144120,0,1
4288,63684005,3947,3530,388891,0,0,0,0,0,0,0,0,0,0
4618,67665120,5298,5183,302793,1,0,0,0,0,0,0,0,0,0
2477,25940708,12252,351086,135493,2,5,20480,29,3249152,0,34461785,454279206,0,1
4354,65811002,187,2977,662133,4,0,0,0,0,0,0,0,0,0
3682,67756021,2254,3594,440099,0,0,0,0,0,0,0,0,0,0
2914,22340420,31519,782500,86866,2,67,274432,0,0,0,4643013,0,0,1
1532,27056725,46507,966927,149719,0,23,2365440,28,3058688,0,217930230,625141074,0,1
2021,39437970,24617,658521,20387,0,52,212992,10,933888,0,4409989,1764045,0,1
3091,63002934,9635,7027,510440,0,0,0,0,0,0,0,0,0,0
4998,70297178,16137,9958,433204,0,0,0,8,1048576,0,0,31731895,0,0
3847,76471122,316,4279,365188,0,0,0,0,0,0,0,0,0,0
4286,67984642,4554,3356,512138,0,0,0,0,0,0,0,0,0,0
569,29939353,20801,1541434,167963,2,6,24576,0,0,0,496590,0,0,1
2281,64607866,32404,1310197,85979,2,61,2573824,0,0,0,14045289,0,0,1
1522,35852751,45603,744992,20814,18,33,1622016,0,0,0,3176550,0,0,1
3853,74650205,5975,3412,352138,0,0,0,0,0,0,0,0,0,0
2125,27682688,30884,558236,90238,1,37,3252736,1,4096,0,21297594,122880,0,1
4215,76520794,995,4041,401655,0,0,0,0,0,0,0,0,0,0
1488,27582011,5198,239126,21002,1,3,28672,54,5550080,0,10276409,334075415,0,1
2776,28330344,27526,565701,120147,0,69,282624,0,0,0,4552881,0,0,1
1557,24062939,36354,1252372,162655,1,38,2744832,35,2395648,0,39840763,128200149,0,1
2704,81026114,5300,1089220,78696,16,1,4096,108,10638336,0,19202,33577134,0,1
4801,82288041,1522,4878,382374,0,0,0,0,0,0,0,0,0,0
3734,65800351,5923,3713,543347,0,0,0,0,0,0,0,0,0,0
418,22582578,35817,1392448,80011,2,67,3154432,1,4096,0,5105064,58457,0,1
496,25671803,38484,529580,130685,1,118,508928,0,0,0,6549932,0,0,1
2887,25108186,26578,750765,39414,4,62,253952,0,0,0,5085708,0,0,1
767,23368827,8877,1308593,96541,5,17,1534976,31,262144,3,8912778,3330457,2162278,1
2962,54834721,3307,260080,65336,1,0,0,0,0,0,0,0,0,1
2057,40066055,38401,1077530,75595,1,16,64512,34,3387392,0,17760932,133887100,0,1
5686,70231762,3940,10644,234891,2,0,0,0,0,0,0,0,0,0
2343,34381800,31253,410651,108119,1,45,184320,1,8192,0,21603132,9551671,0,1
1462,11549309,250,122098,7105,1,53,4295680,0,0,0,5360085,0,0,1
1606,573909,33371,748880,194641,14,4,154112,20,2033152,0,46878471,485524675,0,1
167,15139288,27843,1278294,186751,0,42,192512,38,172032,0,20091869,28261490,0,1
2532,20722279,35675,409640,67719,1,4,16384,99,2169856,0,10639019,181409739,0,1
4877,77829513,16260,79000,292766,0,0,0,0,0,0,0,0,0,0
3428,82058286,597,22124,295237,0,0,0,0,0,0,0,0,0,0
153,26769339,30285,1088721,161251,0,17,69632,58,385024,0,48540014,122745962,0,1
3409,94293745,5811,3675,257166,1,0,0,0,0,0,0,0,0,0
5700,74516963,3061,70629,241790,0,0,0,0,0,0,0,0,0,0
1447,6647766,6254,111989,8582,0,16,1443840,35,3369984,0,86811378,280764896,0,1
2859,28532505,10394,784427,179049,13,0,0,53,745472,0,0,28718883,0,1
4608,74908071,2061,8251,612366,0,0,0,0,0,0,0,0,0,0
